index	exponent_vector	monomial
749	0,6,0,3,1,1	q2_0^6*q4_0^3*q5_0*b3
750	2,5,0,3,1,1	b4^2*q2_0^5*q4_0^3*q5_0*b3
751	0,2,4,2,1,1	q2_0^2*q3_0^4*q4_0^2*q5_0*b3
752	0,5,2,2,1,1	q2_0^5*q3_0^2*q4_0^2*q5_0*b3
753	0,8,0,2,1,1	q2_0^8*q4_0^2*q5_0*b3
754	0,1,6,1,1,1	q2_0*q3_0^6*q4_0*q5_0*b3
755	0,0,2,0,6,0	q3_0^2*q5_0^6
756	0,0,1,2,5,0	q3_0*q4_0^2*q5_0^5
757	0,0,0,4,4,0	q4_0^4*q5_0^4
758	0,0,4,1,4,0	q3_0^4*q4_0*q5_0^4
759	0,0,3,3,3,0	q3_0^3*q4_0^3*q5_0^3
760	4,2,1,3,0,2	b4^4*q2_0^2*q3_0*q4_0^3*b3^2
761	6,1,1,3,0,2	b4^6*q2_0*q3_0*q4_0^3*b3^2
762	8,0,1,3,0,2	b4^8*q3_0*q4_0^3*b3^2
763	1,5,0,3,0,2	b4*q2_0^5*q4_0^3*b3^2
764	3,4,0,3,0,2	b4^3*q2_0^4*q4_0^3*b3^2
765	5,3,0,3,0,2	b4^5*q2_0^3*q4_0^3*b3^2
766	7,2,0,3,0,2	b4^7*q2_0^2*q4_0^3*b3^2
767	9,1,0,3,0,2	b4^9*q2_0*q4_0^3*b3^2
768	11,0,0,3,0,2	b4^11*q4_0^3*b3^2
769	0,0,5,2,0,2	q3_0^5*q4_0^2*b3^2
770	1,1,4,2,0,2	b4*q2_0*q3_0^4*q4_0^2*b3^2
771	3,0,4,2,0,2	b4^3*q3_0^4*q4_0^2*b3^2
772	0,3,3,2,0,2	q2_0^3*q3_0^3*q4_0^2*b3^2
773	2,2,3,2,0,2	b4^2*q2_0^2*q3_0^3*q4_0^2*b3^2
774	4,1,3,2,0,2	b4^4*q2_0*q3_0^3*q4_0^2*b3^2
775	6,0,3,2,0,2	b4^6*q3_0^3*q4_0^2*b3^2
776	1,4,2,2,0,2	b4*q2_0^4*q3_0^2*q4_0^2*b3^2
777	3,3,2,2,0,2	b4^3*q2_0^3*q3_0^2*q4_0^2*b3^2
778	5,2,2,2,0,2	b4^5*q2_0^2*q3_0^2*q4_0^2*b3^2
779	7,1,2,2,0,2	b4^7*q2_0*q3_0^2*q4_0^2*b3^2
780	9,0,2,2,0,2	b4^9*q3_0^2*q4_0^2*b3^2
781	0,6,1,2,0,2	q2_0^6*q3_0*q4_0^2*b3^2
782	2,5,1,2,0,2	b4^2*q2_0^5*q3_0*q4_0^2*b3^2
783	4,4,1,2,0,2	b4^4*q2_0^4*q3_0*q4_0^2*b3^2
784	6,3,1,2,0,2	b4^6*q2_0^3*q3_0*q4_0^2*b3^2
785	8,2,1,2,0,2	b4^8*q2_0^2*q3_0*q4_0^2*b3^2
786	10,1,1,2,0,2	b4^10*q2_0*q3_0*q4_0^2*b3^2
787	12,0,1,2,0,2	b4^12*q3_0*q4_0^2*b3^2
788	1,7,0,2,0,2	b4*q2_0^7*q4_0^2*b3^2
789	3,6,0,2,0,2	b4^3*q2_0^6*q4_0^2*b3^2
790	5,5,0,2,0,2	b4^5*q2_0^5*q4_0^2*b3^2
791	7,4,0,2,0,2	b4^7*q2_0^4*q4_0^2*b3^2
792	9,3,0,2,0,2	b4^9*q2_0^3*q4_0^2*b3^2
793	11,2,0,2,0,2	b4^11*q2_0^2*q4_0^2*b3^2
794	1,0,6,1,0,2	b4*q3_0^6*q4_0*b3^2
795	0,2,5,1,0,2	q2_0^2*q3_0^5*q4_0*b3^2
796	2,1,5,1,0,2	b4^2*q2_0*q3_0^5*q4_0*b3^2
797	4,0,5,1,0,2	b4^4*q3_0^5*q4_0*b3^2
798	1,3,4,1,0,2	b4*q2_0^3*q3_0^4*q4_0*b3^2
799	3,2,4,1,0,2	b4^3*q2_0^2*q3_0^4*q4_0*b3^2
800	5,1,4,1,0,2	b4^5*q2_0*q3_0^4*q4_0*b3^2
801	7,0,4,1,0,2	b4^7*q3_0^4*q4_0*b3^2
802	0,5,3,1,0,2	q2_0^5*q3_0^3*q4_0*b3^2
803	2,4,3,1,0,2	b4^2*q2_0^4*q3_0^3*q4_0*b3^2
804	4,3,3,1,0,2	b4^4*q2_0^3*q3_0^3*q4_0*b3^2
805	6,2,3,1,0,2	b4^6*q2_0^2*q3_0^3*q4_0*b3^2
806	8,1,3,1,0,2	b4^8*q2_0*q3_0^3*q4_0*b3^2
807	10,0,3,1,0,2	b4^10*q3_0^3*q4_0*b3^2
808	1,6,2,1,0,2	b4*q2_0^6*q3_0^2*q4_0*b3^2
809	3,5,2,1,0,2	b4^3*q2_0^5*q3_0^2*q4_0*b3^2
810	5,4,2,1,0,2	b4^5*q2_0^4*q3_0^2*q4_0*b3^2
811	7,3,2,1,0,2	b4^7*q2_0^3*q3_0^2*q4_0*b3^2
812	9,2,2,1,0,2	b4^9*q2_0^2*q3_0^2*q4_0*b3^2
813	11,1,2,1,0,2	b4^11*q2_0*q3_0^2*q4_0*b3^2
814	13,0,2,1,0,2	b4^13*q3_0^2*q4_0*b3^2
815	0,8,1,1,0,2	q2_0^8*q3_0*q4_0*b3^2
816	2,7,1,1,0,2	b4^2*q2_0^7*q3_0*q4_0*b3^2
817	4,6,1,1,0,2	b4^4*q2_0^6*q3_0*q4_0*b3^2
818	0,1,7,0,0,2	q2_0*q3_0^7*b3^2
819	2,0,7,0,0,2	b4^2*q3_0^7*b3^2
820	1,2,6,0,0,2	b4*q2_0^2*q3_0^6*b3^2
821	0,0,0,0,6,1	q5_0^6*b3
822	1,0,0,1,5,1	b4*q4_0*q5_0^5*b3
823	0,1,1,0,5,1	q2_0*q3_0*q5_0^5*b3
824	2,0,1,0,5,1	b4^2*q3_0*q5_0^5*b3
825	1,2,0,0,5,1	b4*q2_0^2*q5_0^5*b3
826	3,1,0,0,5,1	b4^3*q2_0*q5_0^5*b3
827	5,0,0,0,5,1	b4^5*q5_0^5*b3
828	0,1,0,2,4,1	q2_0*q4_0^2*q5_0^4*b3
829	2,0,0,2,4,1	b4^2*q4_0^2*q5_0^4*b3
830	0,0,2,1,4,1	q3_0^2*q4_0*q5_0^4*b3
831	1,1,1,1,4,1	b4*q2_0*q3_0*q4_0*q5_0^4*b3
832	3,0,1,1,4,1	b4^3*q3_0*q4_0*q5_0^4*b3
833	0,3,0,1,4,1	q2_0^3*q4_0*q5_0^4*b3
834	2,2,0,1,4,1	b4^2*q2_0^2*q4_0*q5_0^4*b3
835	4,1,0,1,4,1	b4^4*q2_0*q4_0*q5_0^4*b3
836	6,0,0,1,4,1	b4^6*q4_0*q5_0^4*b3
837	1,0,3,0,4,1	b4*q3_0^3*q5_0^4*b3
838	0,2,2,0,4,1	q2_0^2*q3_0^2*q5_0^4*b3
839	2,1,2,0,4,1	b4^2*q2_0*q3_0^2*q5_0^4*b3
840	4,0,2,0,4,1	b4^4*q3_0^2*q5_0^4*b3
841	1,3,1,0,4,1	b4*q2_0^3*q3_0*q5_0^4*b3
842	3,2,1,0,4,1	b4^3*q2_0^2*q3_0*q5_0^4*b3
843	5,1,1,0,4,1	b4^5*q2_0*q3_0*q5_0^4*b3
844	7,0,1,0,4,1	b4^7*q3_0*q5_0^4*b3
845	0,5,0,0,4,1	q2_0^5*q5_0^4*b3
846	2,4,0,0,4,1	b4^2*q2_0^4*q5_0^4*b3
847	4,3,0,0,4,1	b4^4*q2_0^3*q5_0^4*b3
848	6,2,0,0,4,1	b4^6*q2_0^2*q5_0^4*b3
849	8,1,0,0,4,1	b4^8*q2_0*q5_0^4*b3
850	10,0,0,0,4,1	b4^10*q5_0^4*b3
851	0,0,1,3,3,1	q3_0*q4_0^3*q5_0^3*b3
852	1,1,0,3,3,1	b4*q2_0*q4_0^3*q5_0^3*b3
853	3,0,0,3,3,1	b4^3*q4_0^3*q5_0^3*b3
854	1,0,2,2,3,1	b4*q3_0^2*q4_0^2*q5_0^3*b3
855	0,2,1,2,3,1	q2_0^2*q3_0*q4_0^2*q5_0^3*b3
856	2,1,1,2,3,1	b4^2*q2_0*q3_0*q4_0^2*q5_0^3*b3
857	4,0,1,2,3,1	b4^4*q3_0*q4_0^2*q5_0^3*b3
858	1,3,0,2,3,1	b4*q2_0^3*q4_0^2*q5_0^3*b3
859	3,2,0,2,3,1	b4^3*q2_0^2*q4_0^2*q5_0^3*b3
860	5,1,0,2,3,1	b4^5*q2_0*q4_0^2*q5_0^3*b3
861	7,0,0,2,3,1	b4^7*q4_0^2*q5_0^3*b3
862	0,1,3,1,3,1	q2_0*q3_0^3*q4_0*q5_0^3*b3
863	2,0,3,1,3,1	b4^2*q3_0^3*q4_0*q5_0^3*b3
864	1,2,2,1,3,1	b4*q2_0^2*q3_0^2*q4_0*q5_0^3*b3
865	3,1,2,1,3,1	b4^3*q2_0*q3_0^2*q4_0*q5_0^3*b3
866	5,0,2,1,3,1	b4^5*q3_0^2*q4_0*q5_0^3*b3
867	0,4,1,1,3,1	q2_0^4*q3_0*q4_0*q5_0^3*b3
868	2,3,1,1,3,1	b4^2*q2_0^3*q3_0*q4_0*q5_0^3*b3
869	4,2,1,1,3,1	b4^4*q2_0^2*q3_0*q4_0*q5_0^3*b3
870	6,1,1,1,3,1	b4^6*q2_0*q3_0*q4_0*q5_0^3*b3
871	8,0,1,1,3,1	b4^8*q3_0*q4_0*q5_0^3*b3
872	1,5,0,1,3,1	b4*q2_0^5*q4_0*q5_0^3*b3
873	3,4,0,1,3,1	b4^3*q2_0^4*q4_0*q5_0^3*b3
874	5,3,0,1,3,1	b4^5*q2_0^3*q4_0*q5_0^3*b3
875	7,2,0,1,3,1	b4^7*q2_0^2*q4_0*q5_0^3*b3
876	9,1,0,1,3,1	b4^9*q2_0*q4_0*q5_0^3*b3
877	11,0,0,1,3,1	b4^11*q4_0*q5_0^3*b3
878	0,0,5,0,3,1	q3_0^5*q5_0^3*b3
879	1,1,4,0,3,1	b4*q2_0*q3_0^4*q5_0^3*b3
880	3,0,4,0,3,1	b4^3*q3_0^4*q5_0^3*b3
881	0,3,3,0,3,1	q2_0^3*q3_0^3*q5_0^3*b3
882	2,2,3,0,3,1	b4^2*q2_0^2*q3_0^3*q5_0^3*b3
883	4,1,3,0,3,1	b4^4*q2_0*q3_0^3*q5_0^3*b3
884	6,0,3,0,3,1	b4^6*q3_0^3*q5_0^3*b3
885	1,4,2,0,3,1	b4*q2_0^4*q3_0^2*q5_0^3*b3
886	3,3,2,0,3,1	b4^3*q2_0^3*q3_0^2*q5_0^3*b3
887	0,6,1,0,3,1	q2_0^6*q3_0*q5_0^3*b3
888	0,0,0,5,2,1	q4_0^5*q5_0^2*b3
889	0,2,0,4,2,1	q2_0^2*q4_0^4*q5_0^2*b3
890	0,1,2,3,2,1	q2_0*q3_0^2*q4_0^3*q5_0^2*b3
891	0,4,0,3,2,1	q2_0^4*q4_0^3*q5_0^2*b3
892	0,0,4,2,2,1	q3_0^4*q4_0^2*q5_0^2*b3
893	0,3,2,2,2,1	q2_0^3*q3_0^2*q4_0^2*q5_0^2*b3
894	0,6,0,2,2,1	q2_0^6*q4_0^2*q5_0^2*b3
895	0,2,4,1,2,1	q2_0^2*q3_0^4*q4_0*q5_0^2*b3
896	0,5,2,1,2,1	q2_0^5*q3_0^2*q4_0*q5_0^2*b3
897	0,8,0,1,2,1	q2_0^8*q4_0*q5_0^2*b3
898	0,1,6,0,2,1	q2_0*q3_0^6*q5_0^2*b3
899	0,4,4,0,2,1	q2_0^4*q3_0^4*q5_0^2*b3
900	0,7,2,0,2,1	q2_0^7*q3_0^2*q5_0^2*b3
901	0,1,1,5,1,1	q2_0*q3_0*q4_0^5*q5_0*b3
902	0,0,3,4,1,1	q3_0^3*q4_0^4*q5_0*b3
903	0,3,1,4,1,1	q2_0^3*q3_0*q4_0^4*q5_0*b3
904	0,2,3,3,1,1	q2_0^2*q3_0^3*q4_0^3*q5_0*b3
905	0,0,0,3,5,0	q4_0^3*q5_0^5
906	0,0,2,2,2,2	q3_0^2*q4_0^2*q5_0^2*b3^2
907	1,1,1,2,2,2	b4*q2_0*q3_0*q4_0^2*q5_0^2*b3^2
908	3,0,1,2,2,2	b4^3*q3_0*q4_0^2*q5_0^2*b3^2
909	0,3,0,2,2,2	q2_0^3*q4_0^2*q5_0^2*b3^2
910	2,2,0,2,2,2	b4^2*q2_0^2*q4_0^2*q5_0^2*b3^2
911	4,1,0,2,2,2	b4^4*q2_0*q4_0^2*q5_0^2*b3^2
912	6,0,0,2,2,2	b4^6*q4_0^2*q5_0^2*b3^2
913	1,0,3,1,2,2	b4*q3_0^3*q4_0*q5_0^2*b3^2
914	0,2,2,1,2,2	q2_0^2*q3_0^2*q4_0*q5_0^2*b3^2
915	2,1,2,1,2,2	b4^2*q2_0*q3_0^2*q4_0*q5_0^2*b3^2
916	4,0,2,1,2,2	b4^4*q3_0^2*q4_0*q5_0^2*b3^2
917	1,3,1,1,2,2	b4*q2_0^3*q3_0*q4_0*q5_0^2*b3^2
918	3,2,1,1,2,2	b4^3*q2_0^2*q3_0*q4_0*q5_0^2*b3^2
919	5,1,1,1,2,2	b4^5*q2_0*q3_0*q4_0*q5_0^2*b3^2
920	7,0,1,1,2,2	b4^7*q3_0*q4_0*q5_0^2*b3^2
921	0,5,0,1,2,2	q2_0^5*q4_0*q5_0^2*b3^2
922	2,4,0,1,2,2	b4^2*q2_0^4*q4_0*q5_0^2*b3^2
923	4,3,0,1,2,2	b4^4*q2_0^3*q4_0*q5_0^2*b3^2
924	6,2,0,1,2,2	b4^6*q2_0^2*q4_0*q5_0^2*b3^2
925	8,1,0,1,2,2	b4^8*q2_0*q4_0*q5_0^2*b3^2
926	10,0,0,1,2,2	b4^10*q4_0*q5_0^2*b3^2
927	0,1,4,0,2,2	q2_0*q3_0^4*q5_0^2*b3^2
928	2,0,4,0,2,2	b4^2*q3_0^4*q5_0^2*b3^2
929	1,2,3,0,2,2	b4*q2_0^2*q3_0^3*q5_0^2*b3^2
930	3,1,3,0,2,2	b4^3*q2_0*q3_0^3*q5_0^2*b3^2
931	5,0,3,0,2,2	b4^5*q3_0^3*q5_0^2*b3^2
932	0,4,2,0,2,2	q2_0^4*q3_0^2*q5_0^2*b3^2
933	2,3,2,0,2,2	b4^2*q2_0^3*q3_0^2*q5_0^2*b3^2
934	4,2,2,0,2,2	b4^4*q2_0^2*q3_0^2*q5_0^2*b3^2
935	6,1,2,0,2,2	b4^6*q2_0*q3_0^2*q5_0^2*b3^2
936	8,0,2,0,2,2	b4^8*q3_0^2*q5_0^2*b3^2
937	1,5,1,0,2,2	b4*q2_0^5*q3_0*q5_0^2*b3^2
938	3,4,1,0,2,2	b4^3*q2_0^4*q3_0*q5_0^2*b3^2
939	5,3,1,0,2,2	b4^5*q2_0^3*q3_0*q5_0^2*b3^2
940	7,2,1,0,2,2	b4^7*q2_0^2*q3_0*q5_0^2*b3^2
941	9,1,1,0,2,2	b4^9*q2_0*q3_0*q5_0^2*b3^2
942	11,0,1,0,2,2	b4^11*q3_0*q5_0^2*b3^2
943	0,7,0,0,2,2	q2_0^7*q5_0^2*b3^2
944	2,6,0,0,2,2	b4^2*q2_0^6*q5_0^2*b3^2
945	4,5,0,0,2,2	b4^4*q2_0^5*q5_0^2*b3^2
946	6,4,0,0,2,2	b4^6*q2_0^4*q5_0^2*b3^2
947	8,3,0,0,2,2	b4^8*q2_0^3*q5_0^2*b3^2
948	10,2,0,0,2,2	b4^10*q2_0^2*q5_0^2*b3^2
949	12,1,0,0,2,2	b4^12*q2_0*q5_0^2*b3^2
950	0,0,1,4,1,2	q3_0*q4_0^4*q5_0*b3^2
951	1,1,0,4,1,2	b4*q2_0*q4_0^4*q5_0*b3^2
952	3,0,0,4,1,2	b4^3*q4_0^4*q5_0*b3^2
953	1,0,2,3,1,2	b4*q3_0^2*q4_0^3*q5_0*b3^2
954	0,2,1,3,1,2	q2_0^2*q3_0*q4_0^3*q5_0*b3^2
955	2,1,1,3,1,2	b4^2*q2_0*q3_0*q4_0^3*q5_0*b3^2
956	4,0,1,3,1,2	b4^4*q3_0*q4_0^3*q5_0*b3^2
957	1,3,0,3,1,2	b4*q2_0^3*q4_0^3*q5_0*b3^2
958	3,2,0,3,1,2	b4^3*q2_0^2*q4_0^3*q5_0*b3^2
959	5,1,0,3,1,2	b4^5*q2_0*q4_0^3*q5_0*b3^2
960	7,0,0,3,1,2	b4^7*q4_0^3*q5_0*b3^2
961	0,1,3,2,1,2	q2_0*q3_0^3*q4_0^2*q5_0*b3^2
962	2,0,3,2,1,2	b4^2*q3_0^3*q4_0^2*q5_0*b3^2
963	1,2,2,2,1,2	b4*q2_0^2*q3_0^2*q4_0^2*q5_0*b3^2
964	3,1,2,2,1,2	b4^3*q2_0*q3_0^2*q4_0^2*q5_0*b3^2
965	5,0,2,2,1,2	b4^5*q3_0^2*q4_0^2*q5_0*b3^2
966	0,4,1,2,1,2	q2_0^4*q3_0*q4_0^2*q5_0*b3^2
967	2,3,1,2,1,2	b4^2*q2_0^3*q3_0*q4_0^2*q5_0*b3^2
968	4,2,1,2,1,2	b4^4*q2_0^2*q3_0*q4_0^2*q5_0*b3^2
969	6,1,1,2,1,2	b4^6*q2_0*q3_0*q4_0^2*q5_0*b3^2
970	8,0,1,2,1,2	b4^8*q3_0*q4_0^2*q5_0*b3^2
971	1,5,0,2,1,2	b4*q2_0^5*q4_0^2*q5_0*b3^2
972	3,4,0,2,1,2	b4^3*q2_0^4*q4_0^2*q5_0*b3^2
973	5,3,0,2,1,2	b4^5*q2_0^3*q4_0^2*q5_0*b3^2
974	7,2,0,2,1,2	b4^7*q2_0^2*q4_0^2*q5_0*b3^2
975	9,1,0,2,1,2	b4^9*q2_0*q4_0^2*q5_0*b3^2
976	11,0,0,2,1,2	b4^11*q4_0^2*q5_0*b3^2
977	0,0,5,1,1,2	q3_0^5*q4_0*q5_0*b3^2
978	1,1,4,1,1,2	b4*q2_0*q3_0^4*q4_0*q5_0*b3^2
979	3,0,4,1,1,2	b4^3*q3_0^4*q4_0*q5_0*b3^2
980	0,3,3,1,1,2	q2_0^3*q3_0^3*q4_0*q5_0*b3^2
981	2,2,3,1,1,2	b4^2*q2_0^2*q3_0^3*q4_0*q5_0*b3^2
982	4,1,3,1,1,2	b4^4*q2_0*q3_0^3*q4_0*q5_0*b3^2
983	6,0,3,1,1,2	b4^6*q3_0^3*q4_0*q5_0*b3^2
984	1,4,2,1,1,2	b4*q2_0^4*q3_0^2*q4_0*q5_0*b3^2
985	3,3,2,1,1,2	b4^3*q2_0^3*q3_0^2*q4_0*q5_0*b3^2
986	5,2,2,1,1,2	b4^5*q2_0^2*q3_0^2*q4_0*q5_0*b3^2
987	7,1,2,1,1,2	b4^7*q2_0*q3_0^2*q4_0*q5_0*b3^2
988	9,0,2,1,1,2	b4^9*q3_0^2*q4_0*q5_0*b3^2
989	0,6,1,1,1,2	q2_0^6*q3_0*q4_0*q5_0*b3^2
990	2,5,1,1,1,2	b4^2*q2_0^5*q3_0*q4_0*q5_0*b3^2
991	4,4,1,1,1,2	b4^4*q2_0^4*q3_0*q4_0*q5_0*b3^2
992	6,3,1,1,1,2	b4^6*q2_0^3*q3_0*q4_0*q5_0*b3^2
993	8,2,1,1,1,2	b4^8*q2_0^2*q3_0*q4_0*q5_0*b3^2
994	10,1,1,1,1,2	b4^10*q2_0*q3_0*q4_0*q5_0*b3^2
995	12,0,1,1,1,2	b4^12*q3_0*q4_0*q5_0*b3^2
996	1,7,0,1,1,2	b4*q2_0^7*q4_0*q5_0*b3^2
997	3,6,0,1,1,2	b4^3*q2_0^6*q4_0*q5_0*b3^2
998	5,5,0,1,1,2	b4^5*q2_0^5*q4_0*q5_0*b3^2
999	7,4,0,1,1,2	b4^7*q2_0^4*q4_0*q5_0*b3^2
1000	9,3,0,1,1,2	b4^9*q2_0^3*q4_0*q5_0*b3^2
1001	11,2,0,1,1,2	b4^11*q2_0^2*q4_0*q5_0*b3^2
1002	1,0,6,0,1,2	b4*q3_0^6*q5_0*b3^2
1003	0,2,5,0,1,2	q2_0^2*q3_0^5*q5_0*b3^2
1004	2,1,5,0,1,2	b4^2*q2_0*q3_0^5*q5_0*b3^2
1005	4,0,5,0,1,2	b4^4*q3_0^5*q5_0*b3^2
1006	1,3,4,0,1,2	b4*q2_0^3*q3_0^4*q5_0*b3^2
1007	3,2,4,0,1,2	b4^3*q2_0^2*q3_0^4*q5_0*b3^2
1008	5,1,4,0,1,2	b4^5*q2_0*q3_0^4*q5_0*b3^2
1009	7,0,4,0,1,2	b4^7*q3_0^4*q5_0*b3^2
1010	0,5,3,0,1,2	q2_0^5*q3_0^3*q5_0*b3^2
1011	2,4,3,0,1,2	b4^2*q2_0^4*q3_0^3*q5_0*b3^2
1012	4,3,3,0,1,2	b4^4*q2_0^3*q3_0^3*q5_0*b3^2
1013	6,2,3,0,1,2	b4^6*q2_0^2*q3_0^3*q5_0*b3^2
1014	8,1,3,0,1,2	b4^8*q2_0*q3_0^3*q5_0*b3^2
1015	10,0,3,0,1,2	b4^10*q3_0^3*q5_0*b3^2
1016	1,6,2,0,1,2	b4*q2_0^6*q3_0^2*q5_0*b3^2
1017	3,5,2,0,1,2	b4^3*q2_0^5*q3_0^2*q5_0*b3^2
1018	5,4,2,0,1,2	b4^5*q2_0^4*q3_0^2*q5_0*b3^2
1019	7,3,2,0,1,2	b4^7*q2_0^3*q3_0^2*q5_0*b3^2
1020	9,2,2,0,1,2	b4^9*q2_0^2*q3_0^2*q5_0*b3^2
1021	11,1,2,0,1,2	b4^11*q2_0*q3_0^2*q5_0*b3^2
1022	13,0,2,0,1,2	b4^13*q3_0^2*q5_0*b3^2
1023	0,8,1,0,1,2	q2_0^8*q3_0*q5_0*b3^2
1024	2,7,1,0,1,2	b4^2*q2_0^7*q3_0*q5_0*b3^2
1025	4,6,1,0,1,2	b4^4*q2_0^6*q3_0*q5_0*b3^2
1026	0,0,0,6,0,2	q4_0^6*b3^2
1027	1,0,1,5,0,2	b4*q3_0*q4_0^5*b3^2
1028	0,2,0,5,0,2	q2_0^2*q4_0^5*b3^2
1029	2,1,0,5,0,2	b4^2*q2_0*q4_0^5*b3^2
1030	4,0,0,5,0,2	b4^4*q4_0^5*b3^2
1031	0,1,2,4,0,2	q2_0*q3_0^2*q4_0^4*b3^2
1032	2,0,2,4,0,2	b4^2*q3_0^2*q4_0^4*b3^2
1033	1,2,1,4,0,2	b4*q2_0^2*q3_0*q4_0^4*b3^2
1034	3,1,1,4,0,2	b4^3*q2_0*q3_0*q4_0^4*b3^2
1035	5,0,1,4,0,2	b4^5*q3_0*q4_0^4*b3^2
1036	0,4,0,4,0,2	q2_0^4*q4_0^4*b3^2
1037	2,3,0,4,0,2	b4^2*q2_0^3*q4_0^4*b3^2
1038	4,2,0,4,0,2	b4^4*q2_0^2*q4_0^4*b3^2
1039	6,1,0,4,0,2	b4^6*q2_0*q4_0^4*b3^2
1040	8,0,0,4,0,2	b4^8*q4_0^4*b3^2
1041	0,0,4,3,0,2	q3_0^4*q4_0^3*b3^2
1042	1,1,3,3,0,2	b4*q2_0*q3_0^3*q4_0^3*b3^2
1043	3,0,3,3,0,2	b4^3*q3_0^3*q4_0^3*b3^2
1044	0,3,2,3,0,2	q2_0^3*q3_0^2*q4_0^3*b3^2
1045	2,2,2,3,0,2	b4^2*q2_0^2*q3_0^2*q4_0^3*b3^2
1046	4,1,2,3,0,2	b4^4*q2_0*q3_0^2*q4_0^3*b3^2
1047	6,0,2,3,0,2	b4^6*q3_0^2*q4_0^3*b3^2
1048	1,4,1,3,0,2	b4*q2_0^4*q3_0*q4_0^3*b3^2
1049	3,3,1,3,0,2	b4^3*q2_0^3*q3_0*q4_0^3*b3^2
1050	0,6,0,3,0,2	q2_0^6*q4_0^3*b3^2
1051	0,2,4,2,0,2	q2_0^2*q3_0^4*q4_0^2*b3^2
1052	0,5,2,2,0,2	q2_0^5*q3_0^2*q4_0^2*b3^2
1053	0,8,0,2,0,2	q2_0^8*q4_0^2*b3^2
1054	0,1,6,1,0,2	q2_0*q3_0^6*q4_0*b3^2
1055	0,4,4,1,0,2	q2_0^4*q3_0^4*q4_0*b3^2
1056	0,1,0,1,5,1	q2_0*q4_0*q5_0^5*b3
1057	0,0,2,0,5,1	q3_0^2*q5_0^5*b3
1058	0,3,0,0,5,1	q2_0^3*q5_0^5*b3
1059	0,0,1,2,4,1	q3_0*q4_0^2*q5_0^4*b3
1060	0,2,1,1,4,1	q2_0^2*q3_0*q4_0*q5_0^4*b3
1061	0,1,3,0,4,1	q2_0*q3_0^3*q5_0^4*b3
1062	0,4,1,0,4,1	q2_0^4*q3_0*q5_0^4*b3
1063	0,0,0,4,3,1	q4_0^4*q5_0^3*b3
1064	0,2,0,3,3,1	q2_0^2*q4_0^3*q5_0^3*b3
1065	0,1,2,2,3,1	q2_0*q3_0^2*q4_0^2*q5_0^3*b3
1066	0,4,0,2,3,1	q2_0^4*q4_0^2*q5_0^3*b3
1067	0,0,4,1,3,1	q3_0^4*q4_0*q5_0^3*b3
1068	0,3,2,1,3,1	q2_0^3*q3_0^2*q4_0*q5_0^3*b3
1069	0,6,0,1,3,1	q2_0^6*q4_0*q5_0^3*b3
1070	0,2,4,0,3,1	q2_0^2*q3_0^4*q5_0^3*b3
1071	0,5,2,0,3,1	q2_0^5*q3_0^2*q5_0^3*b3
1072	0,0,3,3,2,1	q3_0^3*q4_0^3*q5_0^2*b3
1073	5,0,1,0,2,3	b4^5*q3_0*q5_0^2*b3^3
1074	0,4,0,0,2,3	q2_0^4*q5_0^2*b3^3
1075	2,3,0,0,2,3	b4^2*q2_0^3*q5_0^2*b3^3
1076	4,2,0,0,2,3	b4^4*q2_0^2*q5_0^2*b3^3
1077	6,1,0,0,2,3	b4^6*q2_0*q5_0^2*b3^3
1078	8,0,0,0,2,3	b4^8*q5_0^2*b3^3
1079	1,0,0,3,1,3	b4*q4_0^3*q5_0*b3^3
1080	0,1,1,2,1,3	q2_0*q3_0*q4_0^2*q5_0*b3^3
1081	2,0,1,2,1,3	b4^2*q3_0*q4_0^2*q5_0*b3^3
1082	1,2,0,2,1,3	b4*q2_0^2*q4_0^2*q5_0*b3^3
1083	3,1,0,2,1,3	b4^3*q2_0*q4_0^2*q5_0*b3^3
1084	5,0,0,2,1,3	b4^5*q4_0^2*q5_0*b3^3
1085	0,0,3,1,1,3	q3_0^3*q4_0*q5_0*b3^3
1086	1,1,2,1,1,3	b4*q2_0*q3_0^2*q4_0*q5_0*b3^3
1087	3,0,2,1,1,3	b4^3*q3_0^2*q4_0*q5_0*b3^3
1088	0,3,1,1,1,3	q2_0^3*q3_0*q4_0*q5_0*b3^3
1089	2,2,1,1,1,3	b4^2*q2_0^2*q3_0*q4_0*q5_0*b3^3
1090	4,1,1,1,1,3	b4^4*q2_0*q3_0*q4_0*q5_0*b3^3
1091	6,0,1,1,1,3	b4^6*q3_0*q4_0*q5_0*b3^3
1092	1,4,0,1,1,3	b4*q2_0^4*q4_0*q5_0*b3^3
1093	3,3,0,1,1,3	b4^3*q2_0^3*q4_0*q5_0*b3^3
1094	5,2,0,1,1,3	b4^5*q2_0^2*q4_0*q5_0*b3^3
1095	7,1,0,1,1,3	b4^7*q2_0*q4_0*q5_0*b3^3
1096	9,0,0,1,1,3	b4^9*q4_0*q5_0*b3^3
1097	1,0,4,0,1,3	b4*q3_0^4*q5_0*b3^3
1098	0,2,3,0,1,3	q2_0^2*q3_0^3*q5_0*b3^3
1099	2,1,3,0,1,3	b4^2*q2_0*q3_0^3*q5_0*b3^3
1100	4,0,3,0,1,3	b4^4*q3_0^3*q5_0*b3^3
